Document_ID,Date_Publish,Inventor,Title,PayPatent,Patent_Language,Description
US 9374964 B1,12/28/2023,ZHANG; XIYUN et al.,"['Vehicle', 'mode', 'safety', 'system']",United States,da,vehicle driving mode safety system
US 9374963 B1,12/28/2023,ZHANG; XIMU et al.,"['VEHICLE', 'DRIVER', 'MONITORING', 'SYSTEM']",United States,de,vehicle driver monitoring system
US 9374961 B1,12/28/2023,ZHANG; XIAOLIU et al.,"['Vehicle', 'drive', 'device']",United States,ro,vehicle drive device
US 9374959 B1,12/28/2023,ZHANG; Wenzheng et al.,"['Vehicle', 'drain', 'hole', 'plug']",United States,fr,vehicle drain hole plug
US 9374958 B1,12/28/2023,ZHANG; Wenwu et al.,"['VEHICLE', 'DOORS', 'INCLUDING', 'TORSION', 'BAR', 'SUPPORT', 'ASSEMBLIES', 'AND', 'METHODS', 'FOR', 'ASSEMBLING', 'THE', 'SAME']",United States,de,vehicle doors including torsion bar support assemblies and methods for assembling the same
US 9374890 B2,12/28/2023,ZHANG; Wentao,"['Vehicle', 'doors', 'torsion', 'bar', 'support', 'assemblies']",United States,en,vehicle doors including torsion bar support assemblies
US 9374370 B1,12/28/2023,ZHANG; Wenming,"['VEHICLE', 'DOORS', 'INCLUDING', 'DOOR', 'TRIM', 'ASSEMBLIES', 'AND', 'VEHICLES', 'INCLUDING', 'SAME']",United States,de,vehicle doors including door trim assemblies and vehicles including same
US 9374369 B2,12/28/2023,ZHANG; Wenjun et al.,"['Vehicle', 'door', 'panel', 'assembly']",United States,en,vehicle door trim panel assembly
US 9373950 B2,12/28/2023,ZHANG; Wenjun,"['VEHICLE', 'DOOR', 'TRIM', 'PANEL', 'AND', 'METHOD', 'FOR', 'MANUFACTURING', 'THE', 'SAME']",United States,de,vehicle door trim panel and method for manufacturing the same
US 9373239 B2,12/28/2023,ZHANG; Wenbin et al.,"['VEHICLE', 'DOOR', 'TRIM', 'PANEL']",United States,vi,vehicle door trim panel
US 9373080 B1,12/28/2023,ZHANG; Weiwen,"['Vehicle', 'door', 'structures', 'elements', 'processes', 'elements']",United States,en,vehicle door structures incorporating hydroformed elements processes assembling elements
US 9373059 B1,12/28/2023,ZHANG; Weidong et al.,"['Vehicle', 'door', 'structures', 'performance']",United States,en,vehicle door structures anti-chipping performance
US 9373036 B1,12/28/2023,ZHANG; Weidong et al.,"['VEHICLE', 'DOOR', 'LOCK', 'ACTUATION', 'PREVENTION', 'APPARATUS']",United States,de,vehicle door lock actuation prevention apparatus
US 9372992 B1,12/28/2023,ZHANG; Weidi et al.,"['VEHICLE', 'DOOR', 'LATCH', 'FOR', 'PREVENTING', 'LOCKING']",United States,de,vehicle door latch for preventing locking
US 9371560 B2,12/28/2023,ZHANG; Wei et al.,"['VEHICLE', 'DOOR', 'LATCH', 'ASSEMBLIES']",United States,de,vehicle door latch assemblies
US 9371542 B1,12/28/2023,ZHANG; Wei et al.,"['VEHICLE', 'DOOR', 'HANDLE', 'SANITIZING', 'SYSTEM']",United States,de,vehicle door handle sanitizing system
US 9371534 B2,12/28/2023,ZHANG; Wei et al.,"['VEHICLE', 'DOOR', 'GLASS', 'DAMPING', 'AND', 'VEHICLES', 'INCLUDING', 'VEHICLE', 'DOOR', 'GLASS', 'DAMPING', 'SYSTEMS']",United States,de,vehicle door glass damping and vehicles including vehicle door glass damping systems
US 9371503 B2,12/28/2023,ZHANG; Wei et al.,"['VEHICLE', 'DOOR', 'ENERGY', 'ABSORPTION', 'PAD']",United States,de,vehicle door energy absorption pad
US 9371381 B2,12/28/2023,ZHANG; Wanqin et al.,"['VEHICLE', 'DOOR', 'COVER', 'DEVICES', 'AND', 'METHODS', 'OF', 'USING']",United States,de,vehicle door cover devices and methods of using
US 9371053 B2,12/28/2023,ZHANG; Wang et al.,"['VEHICLE', 'DOOR', 'ASSEMBLIES', 'INCLUDING', 'FRONT', 'END', 'ENGAGED', 'LOWER', 'MOLDING', 'COMPONENTS']",United States,de,vehicle door assemblies including front end engaged lower molding components
US 9370927 B2,12/28/2023,ZHANG; Wang et al.,"['Vehicle', 'parallel', 'buffering', 'streaming', 'data', 'pre-processing', 'system']",United States,en,vehicle domain multi-level parallel buffering context-based streaming data pre-processing system
US 9370421 B2,12/28/2023,ZHANG; Wanbin et al.,"['Vehicle', 'docking', 'control', 'systems', 'robots']",United States,en,vehicle docking control systems robots
US 9370182 B2,12/28/2023,ZHANG; WEIJIA,"['Vehicle', 'Display', 'Systems', 'Visual', 'Warning', 'Management']",United States,en,vehicle display systems visual warning management
US 9370159 B1,12/28/2023,ZHANG; Tony Yantao et al.,"['VEHICLE', 'DISPLAY', 'SYSTEM']",United States,de,vehicle display system
US 9370158 B1,12/28/2023,ZHANG; Tongcun et al.,"['Vehicle', 'display', 'screen', 'safety', 'privacy', 'system']",United States,en,vehicle display screen safety privacy system
US 9370152 B1,12/28/2023,ZHANG; Tong et al.,"['VEHICLE', 'DIAGNOSTIC', 'SYSTEM', 'AND', 'MOBILE', 'BODY', 'DIAGNOSTIC', 'SYSTEM']",United States,de,vehicle diagnostic system and mobile body diagnostic system
US 9370151 B1,12/28/2023,ZHANG; Tong et al.,"['VEHICLE', 'DIAGNOSTIC', 'DEVICE', 'VEHICLE', 'DIAGNOSTIC', 'SYSTEM', 'AND', 'MOBILE', 'BODY', 'DIAGNOSTIC', 'DEVICE']",United States,de,vehicle diagnostic device vehicle diagnostic system and mobile body diagnostic device
US 9370148 B1,12/28/2023,ZHANG; Tong et al.,"['VEHICLE', 'DEVICE', 'AD', 'HOC', 'NETWORK', 'AND', 'METHOD', 'FOR', 'A', 'ROAD', 'TOLL', 'SYSTEM']",United States,en,vehicle device ad hoc network method road toll system
US 9370147 B1,12/28/2023,ZHANG; Tianyu et al.,"['VEHICLE', 'DEFOGGING', 'SYSTEMS']",United States,de,vehicle defogging systems
US 9369852 B2,12/28/2023,ZHANG; Tianying et al.,"['VEHICLE', 'DATA', 'PROCESSING', 'DEVICE', 'VEHICLE', 'DATA', 'PROCESSING', 'SYSTEM', 'AND', 'VEHICLE', 'DATA', 'PROCESSING', 'METHOD']",United States,de,vehicle data processing device vehicle data processing system and vehicle data processing method
US 9369433 B1,12/28/2023,ZHANG; Tianying et al.,"['VEHICLE', 'DATA', 'DISTRIBUTION', 'SYSTEM', 'AND', 'METHOD']",United States,de,vehicle data distribution system and method
US 9367872 B1,12/28/2023,ZHANG; Tianying et al.,"['VEHICLE', 'DATA', 'CONTROL', 'SYSTEM', 'AND', 'METHOD']",United States,en,vehicle data control system method
US 9367687 B1,12/28/2023,ZHANG; Tianyi et al.,"['VEHICLE', 'DATA', 'AGGREGATION', 'AND', 'ANALYSIS', 'PLATFORM', 'PROVIDING', 'DEALERSHIP', 'SERVICE', 'PROVIDER', 'DASHBOARD']",United States,de,vehicle data aggregation and analysis platform providing dealership service provider dashboard
US 9367682 B1,12/28/2023,ZHANG; Tianle et al.,"['VEHICLE', 'CRASH', 'GUSSET', 'FOR', 'REAR', 'IMPACT']",United States,en,vehicle crash gusset rear impact
US 9367681 B1,12/28/2023,ZHANG; Taisong et al.,"['Vehicle', 'cooler', 'passenger', 'cabin', 'access']",United States,en,vehicle cooler passenger cabin access
US 9365983 B2,12/28/2023,ZHANG; Taisong et al.,"['Vehicle', 'flow', 'control', 'AC', 'cooling', 'condition']",United States,en,vehicle coolant flow control maximum ac cooling condition
US 9365902 B2,12/28/2023,ZHANG; TING,"['VEHICLE', 'CONTROLLER']",United States,vi,vehicle controller
US 9365901 B2,12/28/2023,ZHANG; TIFFANY et al.,"['Vehicle', 'control']",United States,en,vehicle control manual back
US 9365862 B1,12/28/2023,ZHANG; Suping et al.,"['Vehicle', 'control', 'unit', 'method', 'vehicle', 'fuel', 'efficiency', 'acceleration', 'parameter']",United States,en,vehicle control unit method improve vehicle fuel efficiency based acceleration parameter
US 9365826 B2,12/28/2023,ZHANG; Suojiang et al.,"['VEHICLE', 'CONTROL', 'SYSTEM', 'TRAVEL', 'MANAGEMENT', 'DEVICE', 'RESOURCE', 'MANAGEMENT', 'DEVICE', 'VEHICLE', 'CONTROL', 'METHOD', 'AND', 'PROGRAM']",United States,en,vehicle control system travel management device resource management device vehicle control method program
US 9365693 B2,12/28/2023,ZHANG; Si et al.,"['Vehicle', 'control', 'system', 'controller']",United States,en,vehicle control system adaptive controller
US 9365679 B2,12/28/2023,ZHANG; Shuwen et al.,"['Vehicle', 'control', 'system']",United States,en,vehicle control system
US 9365654 B2,12/28/2023,ZHANG; Shuqing,"['Vehicle', 'control', 'system']",United States,en,vehicle control system
US 9365532 B1,12/28/2023,ZHANG; Shuguang et al.,"['VEHICLE', 'CONTROL', 'SYSTEM']",United States,no,vehicle control system
US 9365436 B2,12/28/2023,ZHANG; Shubiao et al.,"['Vehicle', 'control', 'method', 'vehicle', 'warning', 'method']",United States,en,vehicle control method vehicle warning method
US 9365435 B2,12/28/2023,ZHANG; Shubiao et al.,"['Vehicle', 'control', 'method', 'system', 'therefor']",United States,en,vehicle control method system therefor
US 9365186 B2,12/28/2023,ZHANG; Shiyin et al.,"['Vehicle', 'control', 'device', 'vehicle', 'control', 'method', 'program']",United States,en,vehicle control device vehicle control method program
US 9364803 B2,12/28/2023,ZHANG; Shijun,"['Vehicle', 'control', 'device', 'vehicle', 'control', 'method', 'program']",United States,en,vehicle control device vehicle control method program
US 9364566 B2,12/28/2023,ZHANG; Shichen et al.,"['Vehicle', 'control', 'apparatus', 'abnormality', 'detection']",United States,en,vehicle control apparatus including abnormality detection
US 9364436 B2,12/28/2023,ZHANG; Sheng et al.,"['Vehicle', 'contamination', 'notification', 'ad', 'hoc', 'networks']",United States,en,vehicle contamination notification using ad hoc networks
US 9364428 B2,12/28/2023,ZHANG; Shaun et al.,"['VEHICLE', 'CONSTRUCTION', 'METHOD', 'TO', 'PREVENT', 'BATTERY', 'DAMAGE', 'IN', 'REAR', 'IMPACT', 'USING', 'OPTIMIZED', 'BRACKET', 'SEPARATION']",United States,en,vehicle construction method prevent battery damage rear impact using optimized bracket separation
US 9364005 B2,12/28/2023,ZHANG; Shaorui et al.,"['Vehicle', 'console', 'panel']",United States,en,vehicle console sliding panel
US 9363975 B1,12/28/2023,ZHANG; Sanyi,"['Vehicle', 'console', 'bracket']",United States,en,vehicle console mounting bracket
US 9363971 B1,12/28/2023,ZHANG; SU-CHUN et al.,"['Vehicle', 'Console', 'Display', 'Buttons', 'Vehicle', 'Consoles', 'Same']",United States,en,vehicle console display buttons vehicle consoles incorporating
US 9363970 B1,12/28/2023,ZHANG; Ruyi et al.,"['VEHICLE', 'CONSOLE', 'ASSEMBLIES', 'WITH', 'DEVICE', 'CHARGING', 'TRAYS', 'INCLUDING', 'ELECTRONIC', 'DEVICE', 'SUPPORT', 'FEATURES']",United States,de,vehicle console assemblies with device charging trays including electronic device support features
US 9363969 B1,12/28/2023,ZHANG; Ruihong et al.,"['Vehicle', 'Console', 'Assemblies', 'Cup', 'Holders', 'Spill', 'Control', 'Features']",United States,en,vehicle console assemblies cup holders spill control features
US 9363968 B1,12/28/2023,ZHANG; Ruigang et al.,"['VEHICLE', 'CONSOLE', 'ASSEMBLIES', 'WITH', 'ASSOCIATED', 'VEHICLE', 'LIGHTING', 'SYSTEMS', 'FOR', 'ILLUMINATING', 'CUP', 'HOLDER', 'AND', 'STORAGE', 'BIN', 'ASSEMBLIES']",United States,de,vehicle console assemblies with associated vehicle lighting systems for illuminating cup holder and storage assemblies
US 9363963 B1,12/28/2023,ZHANG; Ruigang et al.,"['VEHICLE', 'COMPRISING', 'A', 'STABILIZER', 'AND', 'STABILIZER', 'FOR', 'SUCH', 'A', 'VEHICLE']",United States,hu,vehicle comprising stabilizer and stabilizer for such vehicle
US 9363962 B1,12/28/2023,ZHANG; Ruigang et al.,"['Vehicle', 'distance', 'control', 'system']",United States,en,vehicle comprising distance control system
US 9363961 B1,12/26/2023,ZHANG; Rui et al.,"['VEHICLE', 'COMPOSITIONS', 'ESSENTIALLY', 'FREE', 'OF', 'PHARMACEUTICALLY', 'ACTIVE', 'AGENTS', 'THE', 'IMPROVED', 'TREATMENT', 'OF', 'ACNE', 'AND', 'RELATED', 'DISORDERS']",United States,en,vehicle compositions essentially free pharmaceutically active agents improved treatment acne related disorders
US 9363960 B1,12/26/2023,ZHANG; Rui et al.,"['Vehicle', 'composition', 'azacyclopentan-2-ones']",United States,en,vehicle composition containing 1-substituted azacyclopentan-2-ones
US 9363651 B1,12/26/2023,ZHANG; Rugang et al.,"['Vehicle', 'composition', 'azacyclopentan-2-ones']",United States,en,vehicle composition containing 1-substituted azacyclopentan-2-ones
US 9363280 B1,12/26/2023,ZHANG; Rugang et al.,"['Vehicle', 'composition', 'azacyclononan-2-ones']",United States,en,vehicle composition containing 1-substituted azacyclononan-2-ones
US 9362594 B2,12/26/2023,ZHANG; Ran et al.,"['Vehicle', 'composition', 'azacyclohexan-2-ones']",United States,en,vehicle composition containing 1-substituted azacyclohexan-2-ones
US 9362583 B2,12/26/2023,ZHANG; Qiuping et al.,"['Vehicle', 'composition', 'azacycloheptan-2-ones']",United States,en,vehicle composition containing 1-substituted azacycloheptan-2-ones
US 9361602 B1,12/26/2023,ZHANG; Qiufeng et al.,"['Vehicle', 'composition', 'azacycloalkan-2-ones']",United States,en,vehicle composition containing 1-substituted azacycloalkan-2-ones
US 9361461 B2,12/26/2023,ZHANG; Qisi et al.,"['Vehicle', 'composition', 'azacycloalkan-2-ones']",United States,en,vehicle composition containing 1-substituted azacycloalkan-2-ones
US 9361458 B1,12/26/2023,ZHANG; Qinyong et al.,"['Vehicle', 'composition', 'azacycloalkan-2-ones']",United States,en,vehicle composition containing 1-substituted azacycloalkan-2-ones
US 9361301 B1,12/26/2023,ZHANG; Qingsheng et al.,"['COMPONENTS', 'INCLUDING', 'RIB', 'RECEIVING', 'CHANNELS', 'FOR', 'RECEIVING', 'ALIGNMENT', 'RIBS', 'OF', 'VEHICLE', 'PANELS']",United States,de,vehicle components including rib receiving channels for receiving alignment ribs of vehicle panels
US 9361250 B2,12/26/2023,ZHANG; Qingpeng et al.,"['Vehicle', 'component', 'HVAC', 'operation']",United States,en,vehicle component cooling directed hvac cooling operation
US 9360483 B2,12/26/2023,ZHANG; Qinghong et al.,"['Vehicle', 'attachment', 'structure', 'energy', 'absorption']",United States,en,vehicle component attachment structure energy absorption
US 9360473 B2,12/26/2023,ZHANG; Qing et al.,"['Vehicle', 'compartment', 'divider']",United States,ca,vehicle compartment divider
US 9360433 B1,12/26/2023,ZHANG; Qiangfeng et al.,"['VEHICLE', 'COMPARTMENT', 'AIR', 'REPLACEMENT']",United States,en,vehicle compartment air replacement
US 9359760 B2,12/26/2023,ZHANG; Qiang et al.,"['VEHICLE', 'COMMUNICATION', 'SYSTEMS', 'AND', 'METHODS', 'FOR', 'DETECTING', 'AND', 'CAPTURING', 'RELEVANT', 'OBJECT', 'DATA']",United States,de,vehicle communication systems and methods for detecting and capturing relevant object data
US 9359647 B2,12/26/2023,ZHANG; Qiang et al.,"['Vehicle', 'communication', 'sender', 'identification', 'hyper-graph', 'matching']",United States,en,vehicle communication sender identification via hyper-graph matching
US 9359633 B2,12/26/2023,ZHANG; Qiang,"['Vehicle', 'communication', 'network']",United States,en,vehicle communication network
US 9359504 B2,12/26/2023,ZHANG; Qian et al.,"['Vehicle', 'communication', 'network']",United States,en,vehicle communication network
US 9359393 B2,12/26/2023,ZHANG; Qian et al.,"['Vehicle', 'collision', 'mitigation']",United States,en,vehicle collision mitigation
US 9359100 B2,12/26/2023,ZHANG; Qi et al.,"['Vehicle', 'clutch', 'basket']",United States,en,vehicle clutch basket
US 9358941 B1,12/26/2023,ZHANG; Qi et al.,"['VEHICLE', 'CLEANING', 'SYSTEM']",United States,vi,vehicle cleaning system
US 9358935 B2,12/26/2023,ZHANG; QI,"['Vehicle', 'cleaning', 'system']",United States,en,vehicle cleaning system
US 9358892 B1,12/26/2023,ZHANG; Penglie et al.,"['VEHICLE', 'CLEANING', 'SUBSYSTEM', 'AND', 'METHOD', 'OF', 'CLEANING', 'A', 'VEHICLE']",United States,pt,vehicle cleaning subsystem and method of cleaning vehicle
US 9358881 B1,12/26/2023,ZHANG; Penglie et al.,"['Vehicle', 'Chocking', 'Systems', 'Methods', 'Same']",United States,en,vehicle chocking systems methods using
US 9358790 B2,12/26/2023,ZHANG; Pengfei et al.,"['Vehicle', 'charge', 'resource', 'management']",United States,fr,vehicle charge resource management
US 9358420 B2,12/26/2023,ZHANG; Pengbo et al.,"['Vehicle', 'cargo', 'transportation', 'system']",United States,en,vehicle cargo transportation system
US 9358241 B2,12/26/2023,ZHANG; Peng et al.,"['Vehicle', 'cargo', 'carrier', 'multi-user', 'accessibility']",United States,en,vehicle cargo carrier multi-user accessibility
US 9357768 B2,12/26/2023,ZHANG; Peng et al.,"['Vehicle', 'cargo', 'assist']",United States,it,vehicle cargo assist
US 9357739 B1,12/26/2023,ZHANG; Peiming et al.,"['VEHICLE', 'CARBON', 'USE', 'LIMITATION']",United States,vi,vehicle carbon use limitation
US 9357738 B1,12/26/2023,ZHANG; Peiming et al.,"['Vehicle', 'caravan', 'vehicles', 'movement', 'control', 'method']",United States,en,vehicle caravan electric vehicles configured coordinated movement airflow control method using
US 9357737 B1,12/26/2023,ZHANG; Peilin et al.,"['Vehicle', 'camera', 'system', 'view', 'trailer', 'aid']",United States,en,vehicle camera system outside view trailer aid
US 9357736 B1,12/26/2023,ZHANG; Nu,"['VEHICLE', 'CABIN', 'UV', 'LAMP', 'SANITIZER']",United States,de,vehicle cabin uv lamp sanitizer
US 9357729 B1,12/26/2023,ZHANG; Nu,"['Vehicle', 'cabin', 'construction']",United States,en,vehicle cabin construction
US 9357728 B1,12/26/2023,ZHANG; Nu,"['VEHICLE', 'CABIN', 'BARRIER', 'SYSTEM']",United States,vi,vehicle cabin barrier system
US 9357727 B1,12/26/2023,ZHANG; Ningyan et al.,"['VEHICLE', 'BUMPER', 'SUPPORT', 'ASSEMBLIES']",United States,de,vehicle bumper support assemblies
US 9357725 B1,12/26/2023,ZHANG; Ningyan et al.,"['Vehicle', 'bumper', 'damage', 'indication', 'system']",United States,en,vehicle bumper damage indication system
US 9357724 B1,12/26/2023,ZHANG; Ningyan et al.,"['Vehicle', 'collision', 'indicator']",United States,it,vehicle bumper collision indicator
US 9357723 B1,12/26/2023,ZHANG; Nan et al.,"['Vehicle', 'cleaning', 'device', 'methods']",United States,en,vehicle bumper cleaning device methods making using
US 9357684 B2,12/26/2023,ZHANG; Minying et al.,"['Vehicle', 'Bumper', 'Assembly']",United States,en,vehicle bumper assembly
US 9355551 B2,12/21/2023,ZHANG; Minghui,"['Vehicle', 'brake', 'rotor', 'method']",United States,en,vehicle brake rotor method making
US 9355320 B2,12/21/2023,ZHANG; Mingdong et al.,"['Vehicle', 'Brake', 'Lathe', 'Variable', 'Speed', 'Motor']",United States,en,vehicle brake lathe variable speed motor
US 9355248 B1,12/21/2023,ZHANG; Meng,"['VEHICLE', 'BRAKE', 'COOLING', 'SYSTEM', 'HAVING', 'DYNAMICALLY', 'ADJUSTABLE', 'AIR', 'VENTS', 'FOR', 'ACTIVE', 'BRAKE', 'COOLING']",United States,de,vehicle brake cooling system having dynamically adjustable air vents for active brake cooling
US 9355247 B1,12/21/2023,ZHANG; Mao et al.,"['Vehicle', 'controller', 'mount']",United States,en,vehicle brake controller integral mount
US 9354928 B1,12/21/2023,ZHANG; MING,"['VEHICLE', 'BODYWORK', 'STRUCTURE', 'DEVICE']",United States,de,vehicle bodywork structure device
US 9354200 B1,12/21/2023,ZHANG; MEI-YUN,"['Vehicle', 'body', 'structure', 'periphery', 'suspension']",United States,en,vehicle body structure periphery rear suspension
US 9354170 B2,12/21/2023,ZHANG; Lurong et al.,"['Vehicle', 'body', 'structure']",United States,en,vehicle body structure
US 9354159 B2,12/21/2023,ZHANG; Lurong,"['Vehicle', 'body', 'structure']",United States,en,vehicle body structure
US 9353417 B1,12/21/2023,ZHANG; Lugang et al.,"['Vehicle', 'body', 'structure']",United States,en,vehicle body structure
US 9353404 B2,12/21/2023,ZHANG; Longfei et al.,"['Vehicle', 'body', 'side', 'structure']",United States,en,vehicle body side structure
US 9353371 B2,12/21/2023,ZHANG; Long et al.,"['VEHICLE', 'BODY', 'SIDE', 'REINFORCEMENT', 'MEMBERS', 'AND', 'VEHICLES', 'INCORPORATING', 'THE', 'SAME']",United States,de,vehicle body side reinforcement members and vehicles incorporating the same
US 9353163 B2,12/21/2023,ZHANG; Liping et al.,"['VEHICLE', 'BODY', 'PANELS', 'AND', 'SYSTEMS', 'HAVING', 'EMBEDDED', 'SENSOR', 'OPTIONS']",United States,de,vehicle body panels and systems having embedded sensor options
US 9353152 B2,12/21/2023,ZHANG; Lining et al.,"['Vehicle', 'body', 'frame', 'structure']",United States,en,vehicle body frame structure
US 9353123 B2,12/21/2023,ZHANG; Linde et al.,"['VEHICLE', 'BODY', 'EXPANSION', 'FOAM']",United States,de,vehicle body expansion foam
US 9353122 B2,12/21/2023,ZHANG; Linde,"['VEHICLE', 'BODY', 'COUPLING']",United States,vi,vehicle body coupling
US 9353075 B2,12/21/2023,ZHANG; Lin et al.,"['VEHICLE', 'BODY']",United States,vi,vehicle body
US 9352863 B1,12/21/2023,ZHANG; Lin et al.,"['Vehicle', 'wall', 'load', 'support']",United States,en,vehicle bed side wall configured vertical load support
US 9352681 B2,12/21/2023,ZHANG; Lilin et al.,"['BATTERY', 'PRE-CHARGE', 'FEATURE']",United States,vi,vehicle battery pre-charge feature
US 9352332 B2,12/21/2023,ZHANG; Lilin et al.,"['Vehicle', 'medium', 'line', 'tires']",United States,en,vehicle axle assembly integrated pressurizing medium line filling tires
US 9352043 B2,12/21/2023,ZHANG; Liguo et al.,"['VEHICLE', 'AXLE', 'ASSEMBLY', 'COMPRISING', 'INTEGRATED', 'PRESSURE', 'MEDIUM', 'LINE', 'FOR', 'FILLING', 'TIRES']",United States,en,vehicle axle assembly comprising integrated pressure medium line filling tires
US 9352003 B1,12/21/2023,ZHANG; Lichun,"['Vehicle', 'axle', 'assembly']",United States,en,vehicle axle assembly
US 9351940 B2,12/21/2023,ZHANG; Libin et al.,"['VEHICLE', 'AUXILIARY', 'SYSTEM', 'WITH', 'GLOBAL', 'POSITIONING', 'SYSTEM', 'CONTROL']",United States,de,vehicle auxiliary system with global positioning system control
US 9351866 B1,12/21/2023,ZHANG; Lianjun et al.,"['Vehicle', 'camera']",United States,en,vehicle auxiliary camera
US 9351682 B2,12/21/2023,ZHANG; Li et al.,"['VEHICLE', 'AUTOMATION-CONNECTED', 'PEDESTRIAN', 'RISK', 'ASSESSMENT', 'DEVICE']",United States,en,vehicle automation-connected pedestrian risk assessment device
US 9351471 B1,12/21/2023,ZHANG; Li,"['Vehicle', 'defrost', 'system', 'method']",United States,en,vehicle automatic defrost system method
US 9351470 B1,12/21/2023,ZHANG; Li,"['Vehicle', 'attitude', 'modification']",United States,it,vehicle attitude modification
US 9351469 B1,12/21/2023,ZHANG; Lei et al.,"['Vehicle', 'attachment', 'point', 'positioning', 'relation', 'vehicle', 'environment']",United States,en,vehicle attachment point positioning relation vehicle environment
US 9351468 B1,12/21/2023,ZHANG; Lei et al.,"['VEHICLE', 'ASSESSMENT', 'SYSTEMS', 'AND', 'METHODS']",United States,de,vehicle assessment systems and methods
US 9351467 B1,12/21/2023,ZHANG; Lanyong et al.,"['VEHICLE', 'AND', 'DEVICE', 'SOFTWARE', 'UPDATES', 'PROPAGATED', 'VIA', 'A', 'VIRAL', 'COMMUNICATION', 'CONTACT']",United States,en,vehicle device software updates propagated via viral communication contact
US 9351466 B1,12/21/2023,ZHANG; LURONG,"['Vehicle', 'alignment', 'system', 'method', 'database', 'vehicles']",United States,en,vehicle alignment system method incorporating digital photograph database vehicles
US 9351465 B1,12/21/2023,ZHANG; Kun et al.,"['Vehicle', 'alignment', 'system']",United States,en,vehicle alignment system
US 9351464 B1,12/21/2023,ZHANG; Keshan et al.,"['Vehicle', 'alignment', 'sensor', 'system']",United States,da,vehicle alignment sensor system
US 9351463 B1,12/21/2023,ZHANG; Ke et al.,"['Vehicle', 'alignment', 'sensor', 'system']",United States,da,vehicle alignment sensor system
US 9351462 B1,12/21/2023,ZHANG; Ke,"['VEHICLE', 'AIRBAGS', 'FOR', 'INHIBITING', 'SHIFTING', 'UPON', 'IMPACT', 'WHEN', 'IN', 'A', 'DEPLOYED', 'STATE']",United States,de,vehicle airbags for inhibiting shifting upon impact when a deployed state
US 9351460 B1,12/21/2023,ZHANG; Kangzong,"['VEHICLE', 'AIRBAG', 'TESTING', 'DEVICES', 'AND', 'METHODS', 'OF', 'TESTING', 'VEHICLE', 'AIRBAGS', 'USING', 'THE', 'SAME']",United States,de,vehicle airbag testing devices and methods of testing vehicle airbags using the same
US 9351406 B2,12/21/2023,ZHANG; Kangjian et al.,"['Vehicle', 'Air', 'Sysem', 'Assemblies', 'Aircap', 'Assemblies']",United States,en,vehicle air sysem assemblies aircap assemblies
US 9350757 B1,12/21/2023,ZHANG; Kangjian et al.,"['VEHICLE', 'AIR', 'SUPPLY', 'SYSTEM']",United States,de,vehicle air supply system
US 9350755 B1,12/21/2023,ZHANG; Kang et al.,"['Vehicle', 'Air', 'Purifier', 'Ion', 'Generator', 'Air', 'Conditioning', 'System', 'Same']",United States,en,vehicle air purifier negative positive ion generator air conditioning system using
US 9350750 B1,12/21/2023,ZHANG; Kang et al.,"['VEHICLE', 'AIR', 'PURIFICATION', 'SYSTEM', 'WITH', 'PHOTOCATALYSIS', 'FILTRATION']",United States,de,vehicle air purification system with photocatalysis filtration
US 9350681 B1,12/21/2023,ZHANG; Kang et al.,"['Vehicle', 'air', 'purification', 'system']",United States,en,vehicle air purification system
US 9350616 B1,12/21/2023,ZHANG; Kang et al.,"['Vehicle', 'air', 'housing']",United States,en,vehicle air intake housing
US 9349361 B2,12/21/2023,ZHANG; Kang et al.,"['VEHICLE', 'AIR', 'FILTRATION', 'SYSTEM']",United States,de,vehicle air filtration system
US 9349021 B1,12/21/2023,ZHANG; KAI et al.,"['Vehicle', 'air', 'duct', 'strength', 'rib']",United States,en,vehicle air duct including strength rib
US 9349016 B1,12/21/2023,ZHANG; Junfang,"['VEHICLE', 'AIR', 'CONDITIONING', 'APPARATUS']",United States,en,vehicle air conditioning apparatus
US 9349015 B1,12/21/2023,ZHANG; Juan et al.,"['Vehicle', 'gate', 'opening/closing', 'system']",United States,en,vehicle actuated gate opening closing system
US 9349014 B1,12/21/2023,ZHANG; Jiyang et al.,"['VEHICLE', 'ACTIVE', 'AERODYNAMIC', 'DEVICE', 'WITH', 'SERVICE', 'SUPPORT', 'LOGIC', 'AND', 'MECHANISM']",United States,en,vehicle active aerodynamic device service support logic mechanism
US 9349008 B1,12/21/2023,ZHANG; Jitao David et al.,"['Vehicle', 'barrier']",United States,en,vehicle acoustic barrier
US 9347332 B2,12/21/2023,ZHANG; Jishuai et al.,"['Vehicle', 'accessory', 'lock']",United States,en,vehicle accessory lock
US 9347235 B2,12/21/2023,ZHANG; Jishuai et al.,['Vehicle'],United States,de,vehicle
US 9347093 B2,12/21/2023,ZHANG; Jiqin et al.,['VEHICLE'],United States,de,vehicle
US 9346893 B2,12/21/2023,ZHANG; Jiqin et al.,['VEHICLE'],United States,de,vehicle
US 9346846 B1,12/21/2023,ZHANG; Jinzhong et al.,['Vehicle'],United States,de,vehicle
US 9346788 B2,12/21/2023,ZHANG; Jinyu,['VEHICLE'],United States,de,vehicle
US 9346782 B2,12/21/2023,ZHANG; Jinyu,['VEHICLE'],United States,de,vehicle
